ECG-Lead3ElectricPotential(mV),PulseOximetry,PulmonaryArterialCarbonDioxidePressure(mmHg),HeartRate(1/min),DiastolicArterialPressure(mmHg),SystolicArterialPressure(mmHg),OxygenSaturation,EndTidalCarbonDioxideFraction,RespirationRate(1/min),CoreTemperature(degC),PulmonaryArterialOxygenPressure(mmHg),InspiratoryExpiratoryRatio,MechanicalVentilator-AirwayPressure(cmH2O),MechanicalVentilator-InspiratoryFlow(L/s),MechanicalVentilator-ExpiratoryFlow(L/s),MechanicalVentilator-TotalLungVolume(L),MechanicalVentilator-PeakInspiratoryPressure(cmH2O),MechanicalVentilator-TidalVolume(mL),MechanicalVentilator-TotalPulmonaryVentilation(L/s),MechanicalVentilator-MeanAirwayPressure(cmH2O),MechanicalVentilator-RespirationRate(1/min),MechanicalVentilator-EndTidalCarbonDioxideFraction,MechanicalVentilator-StaticPulmonaryCompliance(L/cmH2O),MechanicalVentilator-DynamicPulmonaryCompliance(L/cmH2O),MechanicalVentilator-InspiratoryExpiratoryRatio,MechanicalVentilator-PlateauPressure(cmH2O)
0.071,0.990138,44.269135,64.755374,71.876753,115.535643,0.998539,0.02181,22.900763,37.042891,41.803196,4.458333,22.553845,0.139411,-0.139411,0.036629,22.56725,295.108484,0.130579,21.818189,26.548673,0.004843,0.016766,0.016766,36.666667,22.56725
-0.024773,0.993598,45.323944,69.545681,71.809637,114.443843,0.986967,0.049796,14.084507,37.052522,42.534251,1.028571,24.892446,0.117971,-0.117971,0.301957,24.914401,321.346849,0.075434,22.292251,14.084507,0.04509,0.040402,0.040402,2.086957,24.914401
0.169561,0.981702,47.882881,73.43364,74.186644,115.257461,0.946977,0.046203,24.0,37.061995,41.05337,0.984127,22.342504,0.147098,-0.147098,0.081112,22.344721,291.847916,0.114901,18.424466,23.622047,0.037425,0.036984,0.036984,1.048387,22.344721
0.120317,0.951507,53.982747,74.636942,74.512657,113.67105,0.955806,0.049795,21.276596,37.07122,40.060262,1.311475,6.830981,-0.214618,0.214618,0.053582,7.1565,13.280289,-0.092899,7.092374,142.857143,0.038284,-0.116367,-0.116367,4.25,7.1565
-0.09,0.973757,51.918954,65.676425,72.639653,115.486405,0.995969,0.050847,19.10828,37.07847,42.389599,0.389381,6.787146,-0.746409,0.746409,-0.014928,27.385222,388.958987,0.810331,24.160822,125.0,0.000737,0.022033,0.022033,11.0,27.385222
-0.073933,0.987564,57.350557,67.785186,73.19525,115.813157,0.992021,0.05257,20.0,37.088665,45.288032,1.238806,3.394181,0.084379,-0.084379,0.011834,3.572622,3.303104,0.001159,3.410613,20.134228,0.038424,0.020467,0.020467,0.071942,3.572622
-0.059864,0.988802,63.375503,69.747515,73.877027,114.601796,0.989752,0.057918,21.428571,37.098548,46.932553,1.295082,2.334634,0.041906,-0.041906,-0.000657,2.334226,191.930068,0.068546,2.287929,21.428571,0.044761,1.82471,1.82471,1.295082,2.334226
0.021907,0.984468,54.659071,69.848033,73.872479,115.092271,0.973563,0.049524,19.480519,37.105135,43.576505,0.412844,6.447683,-0.225864,0.225864,0.261153,27.146305,627.790531,0.203996,12.490823,19.480519,0.048414,0.030329,0.030329,0.425926,27.146305
0.161,0.974995,59.015083,71.553107,73.442347,114.454194,0.964887,0.053931,21.276596,37.114765,43.588921,1.311475,3.351078,0.014671,-0.014671,0.132025,3.512024,9.457114,0.061391,3.43605,25.641026,0.029101,1.023729,1.023729,0.983051,3.512024
-0.048286,0.976168,64.29602,71.456316,73.39574,114.607046,0.986414,0.058402,21.582734,37.124238,45.598591,1.316667,6.29212,0.139539,-0.139539,-0.1072,6.330393,167.108029,0.079575,6.279221,28.571429,0.014403,0.558203,0.558203,16.5,6.330393
