ECG-Lead3ElectricPotential(mV),PulseOximetry,PulmonaryArterialCarbonDioxidePressure(mmHg),HeartRate(1/min),DiastolicArterialPressure(mmHg),SystolicArterialPressure(mmHg),OxygenSaturation,EndTidalCarbonDioxideFraction,RespirationRate(1/min),CoreTemperature(degC),PulmonaryArterialOxygenPressure(mmHg),InspiratoryExpiratoryRatio,MechanicalVentilator-AirwayPressure(cmH2O),MechanicalVentilator-InspiratoryFlow(L/s),MechanicalVentilator-ExpiratoryFlow(L/s),MechanicalVentilator-TotalLungVolume(L),MechanicalVentilator-PeakInspiratoryPressure(cmH2O),MechanicalVentilator-TidalVolume(mL),MechanicalVentilator-TotalPulmonaryVentilation(L/s),MechanicalVentilator-MeanAirwayPressure(cmH2O),MechanicalVentilator-RespirationRate(1/min),MechanicalVentilator-EndTidalCarbonDioxideFraction,MechanicalVentilator-StaticPulmonaryCompliance(L/cmH2O),MechanicalVentilator-DynamicPulmonaryCompliance(L/cmH2O),MechanicalVentilator-InspiratoryExpiratoryRatio,MechanicalVentilator-PlateauPressure(cmH2O)
0.167279,0.972014,45.329403,70.437088,72.479438,114.02023,0.979273,0.051269,11.952191,37.051899,38.687868,0.719178,15.714805,-0.060206,0.060206,0.143829,25.768538,341.758229,0.027204,18.464517,15.151515,0.047483,0.010702,0.010702,0.365517,25.768538
0.004628,0.971874,47.632135,70.890939,73.789188,115.085757,0.961084,0.054242,18.63354,37.063118,39.321674,1.367647,14.14441,0.166506,-0.166506,0.224566,14.174538,51.94383,0.015934,12.42996,18.404908,0.050125,0.004407,0.004407,5.52,14.174538
0.033465,0.965538,53.43343,71.201052,73.777009,115.094088,0.963495,0.026388,17.54386,37.074918,40.267935,1.408451,23.390579,-0.053861,0.053861,-0.114085,23.375679,100.320192,0.039496,22.872652,23.622047,0.007799,0.012551,0.012551,17.142857,23.375679
-0.060769,0.949736,59.212153,115.795705,81.843028,113.320094,0.872197,0.054129,21.73913,37.086145,40.681714,1.338983,9.429581,0.258873,-0.258873,0.126516,9.487122,100.626318,0.036459,9.373128,21.73913,0.045233,0.204451,0.204451,5.0,9.487122
0.668,0.930726,60.511219,73.347147,73.854979,113.980024,0.953908,0.054817,21.428571,37.096162,39.811101,1.295082,10.736387,-0.181071,0.181071,0.223626,10.730892,7.391025,0.00298,10.692501,24.193548,0.044846,0.014248,0.014248,23.8,10.730892
0.201209,0.957703,59.750825,71.23653,73.544733,115.072117,0.986694,0.053018,19.230769,37.106228,42.277694,1.166667,15.687951,-0.116637,0.116637,0.017084,22.635249,387.340177,0.124616,19.42693,19.230769,0.048758,0.055934,0.055934,1.197183,22.635249
0.190558,0.972287,64.944459,71.401587,73.363279,114.699175,0.976454,0.058987,20.979021,37.117679,44.685203,1.344262,12.746393,-0.121659,0.121659,0.014448,13.383942,69.996643,0.024175,12.874828,20.979021,0.047534,0.107851,0.107851,0.276786,13.383942
-0.024773,0.979071,69.250929,68.717858,73.150541,114.765267,0.992106,0.062351,21.276596,37.128678,46.210289,1.35,8.088059,0.208726,-0.208726,0.074048,8.143234,115.764584,0.041051,8.022665,21.276596,0.050913,0.269111,0.269111,3.862069,8.143234
0.016,0.981746,72.907468,78.436202,75.280998,113.63054,0.966865,0.065112,21.89781,37.13946,47.566759,1.322034,5.942654,-0.434101,0.434101,0.134397,6.185393,153.22383,0.055146,6.003487,21.89781,0.054182,0.54803,0.54803,0.522222,6.185393
0.079182,0.89826,60.207514,141.325021,83.501806,108.775582,0.756982,0.051096,21.89781,37.146027,36.585612,1.140625,23.446781,0.242044,-0.242044,0.631752,23.450169,646.714736,0.236027,17.267649,21.89781,0.0499,0.04885,0.04885,1.174603,23.450169
-0.018041,0.907429,61.889887,61.867668,63.634153,108.49017,0.981231,0.056699,20.979021,37.156013,39.023556,1.269841,3.041475,0.181464,-0.181464,0.059831,3.055912,-133.906171,-0.053994,3.030407,24.193548,0.045172,0.0,0.0,3.96,3.055912
0.055163,0.954648,67.884901,61.452462,63.662201,109.509521,0.981551,0.056899,18.072289,37.167059,44.70675,1.305556,14.030861,0.152934,-0.152934,-0.075279,14.028331,149.888625,0.056349,12.619434,22.556391,0.021119,0.027111,0.027111,3.030303,14.028331
-0.002,0.959911,72.0097,64.074839,65.426077,110.01158,0.938619,0.063261,22.222222,37.17753,45.15155,1.368421,5.867809,-0.467569,0.467569,0.140582,6.16436,237.343655,0.087458,6.040767,22.222222,0.053773,0.716484,0.716484,2.648649,6.16436
-0.029,0.967994,73.775315,64.650245,66.665596,110.866397,0.991852,0.065606,21.582734,37.187691,46.231701,1.316667,5.704791,-0.35427,0.35427,0.104845,5.965629,254.831896,0.091164,5.845389,21.582734,0.054204,0.883952,0.883952,1.482143,5.965629
-0.000415,0.979147,73.535078,57.623929,62.723083,110.428467,0.978958,0.056964,40.0,37.197678,47.039293,2.947368,21.035794,-0.130665,0.130665,0.067243,21.002834,308.522184,0.095223,18.943173,18.518519,0.046049,0.017489,0.017489,8.0,21.002834
-0.061552,0.98778,64.500244,45.347108,54.126595,109.941654,0.996439,0.051674,18.987342,37.205787,44.821971,1.323529,13.322208,-0.176706,0.176706,0.028062,28.040695,624.957424,0.19812,21.700664,18.987342,0.050503,0.042517,0.042517,1.358209,28.040695
0.1975,0.989225,69.206378,57.801917,63.941869,112.559275,0.976451,0.062081,21.276596,37.216742,46.461292,1.311475,5.811158,-0.39333,0.39333,0.126379,6.058504,193.999393,0.068066,5.903186,21.276596,0.050194,0.688839,0.688839,0.78481,6.058504
0.668,0.982404,72.950807,58.143824,64.14319,112.621558,0.984606,0.063764,21.582734,37.226889,46.355046,1.316667,16.132294,0.23827,-0.23827,0.088574,16.137717,234.417565,0.084323,15.726065,21.582734,0.053253,0.301498,0.301498,0.90411,16.137717
-0.0219,0.982654,73.861606,50.626758,59.469531,111.845669,0.978231,0.062255,20.979021,37.236321,46.499586,0.375,8.759373,-0.029936,0.029936,0.273168,19.318616,356.228976,0.124509,11.646632,20.979021,0.056277,0.033742,0.033742,0.38835,19.318616
-0.085333,0.979434,76.758396,85.443456,76.96725,113.320876,0.979493,0.067625,22.058824,37.245352,48.236823,1.305085,7.20332,0.196048,-0.196048,-0.231232,7.203489,21.521792,0.006898,7.181609,19.230769,0.05747,0.0,0.0,8.75,7.203489
