ECG-Lead3ElectricPotential(mV),PulseOximetry,PulmonaryArterialCarbonDioxidePressure(mmHg),HeartRate(1/min),DiastolicArterialPressure(mmHg),SystolicArterialPressure(mmHg),OxygenSaturation,EndTidalCarbonDioxideFraction,RespirationRate(1/min),CoreTemperature(degC),PulmonaryArterialOxygenPressure(mmHg),InspiratoryExpiratoryRatio,MechanicalVentilator-AirwayPressure(cmH2O),MechanicalVentilator-InspiratoryFlow(L/s),MechanicalVentilator-ExpiratoryFlow(L/s),MechanicalVentilator-TotalLungVolume(L),MechanicalVentilator-PeakInspiratoryPressure(cmH2O),MechanicalVentilator-TidalVolume(mL),MechanicalVentilator-TotalPulmonaryVentilation(L/s),MechanicalVentilator-MeanAirwayPressure(cmH2O),MechanicalVentilator-RespirationRate(1/min),MechanicalVentilator-EndTidalCarbonDioxideFraction,MechanicalVentilator-StaticPulmonaryCompliance(L/cmH2O),MechanicalVentilator-DynamicPulmonaryCompliance(L/cmH2O),MechanicalVentilator-InspiratoryExpiratoryRatio,MechanicalVentilator-PlateauPressure(cmH2O)
0.098,0.911045,45.814555,143.642968,83.749051,108.396086,0.790258,0.044802,19.480519,37.059222,34.450681,1.2,2.566769,0.067423,-0.067423,0.043983,2.558606,-19.526527,-0.009211,2.565167,28.301887,0.033986,0.0,0.0,16.666667,2.558606
-0.059063,0.882973,48.802519,95.311615,78.924751,110.649438,0.924238,0.048342,21.126761,37.068586,34.719211,1.290323,11.751085,0.144484,-0.144484,0.218157,11.78969,74.993904,0.026222,11.670995,20.979021,0.039831,0.124618,0.124618,5.5,11.78969
0.213953,0.930607,45.867126,71.268395,73.202494,113.936648,0.980107,0.04728,19.480519,37.077012,37.67583,1.369231,10.199903,-0.600658,0.600658,0.293225,22.031944,535.964852,0.17428,17.013958,19.480519,0.045543,0.045178,0.045178,1.40625,22.031944
-0.067,0.977782,44.752473,65.054315,71.932084,115.508168,0.999411,0.038732,17.44186,37.084987,41.128949,1.293333,23.608058,0.259819,-0.259819,0.533347,23.63562,661.809449,0.192386,16.331384,17.44186,0.038044,0.037949,0.037949,1.422535,23.63562
-0.028,0.995805,46.996322,65.801349,71.978834,115.280492,0.998613,0.04393,16.574586,37.096494,43.5269,1.08046,3.425194,-0.034125,0.034125,0.007642,3.614805,88.033792,0.024404,3.543164,16.574586,0.030144,0.461044,0.461044,2.12069,3.614805
-0.009,0.996933,50.857571,64.148184,72.337909,116.52984,0.997846,0.050885,16.483516,37.107098,44.215078,1.166667,24.862483,0.100894,-0.100894,0.315976,24.887693,299.684788,0.082331,22.757935,16.483516,0.045598,0.043559,0.043559,2.309091,24.887693
-0.018,0.996789,57.854663,64.563062,72.065409,116.177299,0.993056,0.052945,19.10828,37.118423,45.926736,1.180556,11.946815,0.126182,-0.126182,-0.144031,11.957958,97.42024,0.036902,11.919783,22.727273,0.002084,0.166979,0.166979,17.857143,11.957958
-0.021279,0.991559,56.581485,70.538946,72.864124,115.026683,0.980365,0.053069,18.181818,37.127467,44.091688,1.291667,17.402742,0.430115,-0.430115,0.170357,17.454796,459.241176,0.139164,13.324346,18.181818,0.050391,0.04119,0.04119,1.75,17.454796
-0.031721,0.983142,60.70649,70.86097,73.918784,115.492004,0.971887,0.055647,20.134228,37.137997,44.126044,1.292308,10.429179,0.158377,-0.158377,0.030363,10.453405,28.607733,0.0096,10.28968,20.134228,0.044044,0.008833,0.008833,23.833333,10.453405
-0.035233,0.981701,64.55431,69.898133,72.728593,114.604031,0.98702,0.058217,17.964072,37.148265,45.390664,1.036585,18.167717,0.143131,-0.143131,0.213939,18.169612,-93.564168,-0.0414,17.692216,26.548673,0.043346,-0.011949,-0.011949,17.833333,18.169612
0.098,0.982821,68.583763,72.451176,74.180331,115.04898,0.977067,0.060585,20.979021,37.158234,46.884715,1.072464,7.46349,-0.076528,0.076528,-0.065922,12.034294,-64.408108,0.062706,11.730861,26.086957,0.002321,0.028067,0.028067,18.166667,12.034294
-0.067,0.992491,60.861689,64.955272,72.19758,116.064641,0.99882,0.052749,18.987342,37.165933,46.353675,1.194444,17.411942,0.079105,-0.079105,0.562703,17.414388,568.682781,0.179963,10.979225,18.987342,0.051198,0.040271,0.040271,1.225352,17.414388
-0.021267,0.996528,65.757579,67.185999,72.18686,115.752968,0.996584,0.059592,20.689655,37.176473,48.779339,1.265625,4.520999,0.079523,-0.079523,-0.079531,4.760473,-86.233836,0.036782,4.595978,26.086957,0.027543,0.445944,0.445944,0.474359,4.760473
-0.067,0.99415,69.863581,72.829892,73.844205,114.939082,0.98588,0.0622,21.126761,37.18648,48.881929,1.40678,20.883696,-0.093127,0.093127,-0.030733,20.883696,-30.732715,0.007308,18.224752,26.548673,0.028348,0.005852,0.005852,0.097087,20.883696
-0.030737,0.987298,73.318315,79.116461,75.212925,113.747989,0.977681,0.065235,21.582734,37.195473,48.761403,1.278689,8.205436,0.224903,-0.224903,0.065476,8.272484,162.573864,0.072578,8.198149,26.785714,0.031413,0.396257,0.396257,17.666667,8.272484
-0.021558,0.98059,71.798641,70.947442,73.400034,114.646528,0.971686,0.060815,20.833333,37.203764,47.139508,1.057143,3.432473,-0.263399,0.263399,0.354272,9.369036,374.787511,0.130105,6.383102,20.833333,0.055379,0.060954,0.060954,1.086957,9.369036
-0.006563,0.960229,73.17349,95.708033,79.375754,115.183942,0.889656,0.060985,25.423729,37.212532,45.40798,1.510638,12.633692,0.249855,-0.249855,0.218364,13.296597,65.887057,0.02949,12.822107,25.423729,0.050794,0.113129,0.113129,0.340909,13.296597
0.042,0.957758,73.767126,65.104687,65.044701,110.94381,0.987683,0.06495,21.428571,37.220677,45.700938,1.372881,12.481321,0.215105,-0.215105,0.175541,13.143044,29.342195,0.010463,12.59214,21.428571,0.053996,0.046555,0.046555,0.166667,13.143044
-0.0525,0.979674,76.775605,75.02813,70.894952,111.510862,0.99108,0.067458,21.73913,37.228902,50.196283,1.37931,13.661353,-0.137679,0.137679,0.005211,14.343762,50.103154,0.018117,13.772504,21.73913,0.056778,0.073145,0.073145,0.221239,14.343762
-0.020862,0.977993,68.612988,51.826629,57.539617,109.671845,0.966547,0.053686,19.480519,37.235551,45.955477,0.75,9.913256,-0.537537,0.537537,0.451349,23.759802,561.189714,0.182995,15.817322,19.480519,0.052033,0.04053,0.04053,0.770115,23.759802
0.161,0.964176,71.019096,53.398312,59.236876,110.313594,0.94537,0.061748,22.058824,37.244339,44.744064,1.344828,12.104404,0.281279,-0.281279,0.13023,12.105884,196.059208,0.072081,11.753385,22.058824,0.052802,0.346356,0.346356,0.619048,12.105884
-0.0765,0.957025,73.358656,54.02265,59.596115,110.719494,0.958336,0.063919,21.89781,37.252604,44.679832,1.322034,4.752684,0.251505,-0.251505,0.15167,4.810636,230.33385,0.084063,4.708086,21.89781,0.054052,0.884128,0.884128,2.512821,4.810636
0.00175,0.924315,69.33046,128.300665,81.085831,110.030476,0.830735,0.055025,22.222222,37.258595,42.041625,1.54717,17.914594,-0.528738,0.528738,0.025694,26.608644,243.087125,0.092078,25.450315,22.727273,0.050586,0.02796,0.02796,7.25,26.608644
0.005684,0.913884,59.24255,80.161396,76.088759,113.504944,0.937902,0.05129,21.276596,37.262521,39.523521,1.274194,18.058561,-0.579093,0.579093,0.423837,28.669368,571.619555,0.203423,23.985379,21.276596,0.049742,0.05386,0.05386,1.311475,28.669368
0.006727,0.883338,54.483508,139.415345,83.852087,108.82531,0.80852,0.051702,21.126761,37.266621,36.269235,1.253968,12.914731,-0.458454,0.458454,0.509176,21.329898,530.300426,0.185668,17.045574,21.126761,0.049673,0.054606,0.054606,1.290323,21.329898
0.205545,0.834315,57.007068,139.72761,83.601953,108.866899,0.820144,0.051378,23.255814,37.27155,34.219783,1.433962,11.812222,-0.49675,0.49675,0.240066,12.390142,317.844336,0.1244,12.165413,23.255814,0.044678,0.527337,0.527337,1.931818,12.390142
-0.0278,0.910852,54.880519,50.079626,54.956914,107.047091,0.996817,0.05171,27.027027,37.276986,39.49277,0.982143,3.86012,-0.282531,0.282531,0.105773,22.40069,360.911197,0.191579,13.04787,27.027027,0.049396,0.022959,0.022959,1.018182,22.40069
-0.034571,0.964952,61.132884,54.26736,59.229648,111.237401,0.990186,0.05521,20.408163,37.285585,44.600853,1.296875,15.835874,-0.212823,0.212823,0.151873,16.630673,145.451632,-0.115891,16.523583,44.776119,0.041928,-0.186926,-0.186926,5.7,16.630673
-0.040226,0.980268,66.721062,49.143974,55.228752,108.078191,0.992838,0.059328,20.408163,37.293027,46.463431,0.235294,17.850926,0.562468,-0.562468,0.025656,19.208899,266.052512,0.090494,10.484062,20.408163,0.050618,0.024888,0.024888,0.235294,19.208899
-0.03625,0.981983,61.612559,54.470679,60.011124,110.321529,0.974105,0.052717,18.75,37.298359,44.703454,0.568627,11.522631,-0.263483,0.263483,0.243087,26.769046,564.607768,0.176984,17.04132,18.75,0.051158,0.037096,0.037096,0.584158,26.769046
0.0803,0.965176,60.14188,75.119685,75.519054,118.122264,0.923973,0.056631,20.547945,37.304169,42.34789,0.569892,27.959176,0.380999,-0.380999,0.390542,27.976084,299.271301,0.101793,18.326857,20.408163,0.055353,0.0196,0.0196,0.597826,27.976084
0.14793,0.958298,64.379369,70.920279,72.354423,114.590155,0.98377,0.05796,20.689655,37.310145,43.610364,1.301587,13.801275,-0.223638,0.223638,0.054717,14.527327,95.436972,0.032256,14.3662,20.689655,0.047451,0.126231,0.126231,4.576923,14.527327
-0.033222,0.955669,65.226863,112.540928,83.404499,116.518162,0.87393,0.056779,28.301887,37.31515,43.903258,1.255319,25.960752,0.422209,-0.422209,0.264168,26.024949,318.192188,0.182869,21.820452,34.482759,0.053141,0.022759,0.022759,2.48,26.024949
0.122818,0.822133,52.037701,141.496798,83.440314,109.088907,0.674344,0.045638,22.222222,37.315093,30.949418,1.454545,27.780312,0.515918,-0.515918,0.35024,27.820001,693.966526,0.257025,22.545476,22.222222,0.044713,0.053644,0.053644,1.5,27.820001
