ECG-Lead3ElectricPotential(mV),PulseOximetry,PulmonaryArterialCarbonDioxidePressure(mmHg),HeartRate(1/min),DiastolicArterialPressure(mmHg),SystolicArterialPressure(mmHg),OxygenSaturation,EndTidalCarbonDioxideFraction,RespirationRate(1/min),CoreTemperature(degC),PulmonaryArterialOxygenPressure(mmHg),InspiratoryExpiratoryRatio,MechanicalVentilator-AirwayPressure(cmH2O),MechanicalVentilator-InspiratoryFlow(L/s),MechanicalVentilator-ExpiratoryFlow(L/s),MechanicalVentilator-TotalLungVolume(L),MechanicalVentilator-PeakInspiratoryPressure(cmH2O),MechanicalVentilator-TidalVolume(mL),MechanicalVentilator-TotalPulmonaryVentilation(L/s),MechanicalVentilator-MeanAirwayPressure(cmH2O),MechanicalVentilator-RespirationRate(1/min),MechanicalVentilator-EndTidalCarbonDioxideFraction,MechanicalVentilator-StaticPulmonaryCompliance(L/cmH2O),MechanicalVentilator-DynamicPulmonaryCompliance(L/cmH2O),MechanicalVentilator-InspiratoryExpiratoryRatio,MechanicalVentilator-PlateauPressure(cmH2O)
-0.083571,0.974513,45.356357,71.458753,72.695301,114.50493,0.985705,0.020579,15.228426,37.046305,39.290012,1.264368,13.25423,-0.056902,0.056902,-0.090438,26.853676,81.474608,0.041326,14.060622,29.411765,0.007127,0.006199,0.006199,0.073684,26.853676
-0.058512,0.978437,50.63087,71.093721,73.68051,114.446359,0.974668,0.046022,18.181818,37.055392,41.312543,1.115385,8.135068,-0.154972,0.154972,0.087289,8.53997,120.352153,0.03574,8.300851,18.181818,0.031542,0.281963,0.281963,0.755319,8.53997
-0.082907,0.981394,46.510215,70.719173,72.836507,114.497606,0.990162,0.046059,17.964072,37.061512,40.340735,1.352113,25.141052,0.337141,-0.337141,0.380337,25.18787,547.320089,0.163868,20.199818,17.964072,0.044771,0.03426,0.03426,2.27451,25.18787
0.034953,0.984905,47.880213,70.321126,74.158119,115.490983,0.985101,0.049534,17.647059,37.069099,41.243024,1.236842,9.884969,-0.542863,0.542863,0.148361,18.381316,209.821153,0.062945,16.943595,17.647059,0.043059,0.0247,0.0247,5.296296,18.381316
-0.026488,0.979955,54.002973,71.289261,73.610237,114.475178,0.958382,0.049464,20.134228,37.077611,42.097051,1.15942,8.901246,0.088685,-0.088685,0.174846,8.905509,186.998185,0.062751,8.114801,20.134228,0.038078,0.109469,0.109469,1.191176,8.905509
-0.048286,0.969316,59.155941,71.544375,73.714936,114.419116,0.978294,0.053439,22.222222,37.085878,42.141384,1.368421,4.956135,0.140068,-0.140068,0.043623,4.965569,-144.04973,-0.06156,4.893814,25.641026,0.040728,0.0,0.0,2.25,4.965569
0.0535,0.968019,53.702081,76.434944,74.432302,114.644628,0.941984,0.050536,20.27027,37.0919,40.969846,1.508475,29.647744,0.187227,-0.187227,0.436537,29.672212,493.344703,0.166671,25.48861,20.27027,0.04831,0.042326,0.042326,1.846154,29.672212
0.271,0.941804,56.875433,79.236203,76.166937,112.491327,0.938916,0.051413,23.255814,37.099172,39.508624,1.388889,1.185959,0.128829,-0.128829,0.172635,1.254923,0.341911,0.000156,1.203735,23.255814,0.039945,0.008526,0.008526,0.09322,1.254923
0.017,0.945351,60.888756,72.096283,74.600851,114.924336,0.948189,0.05462,22.900763,37.107174,41.167391,1.381818,6.912942,0.184335,-0.184335,0.097922,6.934019,192.500653,0.078894,6.839295,24.590164,0.034479,0.589581,0.589581,2.935484,6.934019
0.161,0.956177,64.877013,72.496831,74.281673,114.273952,0.979824,0.058166,22.900763,37.115041,43.298762,1.381818,1.044677,0.079374,-0.079374,0.046764,1.090834,-26.73594,0.001304,1.0856,23.4375,0.009977,0.381113,0.381113,1.612245,1.090834
0.4818,0.972726,68.824642,75.257806,74.296956,114.065045,0.986386,0.061108,23.076923,37.12289,46.352743,1.407407,5.046466,0.151132,-0.151132,0.164868,5.310543,41.087974,0.015734,5.112808,23.076923,0.047713,0.170825,0.170825,0.25,5.310543
0.059947,0.979938,71.763011,80.015933,76.214631,114.451946,0.98395,0.0634,23.809524,37.130334,47.980488,1.377358,7.408721,-0.1464,0.1464,0.21463,7.392672,3.518074,0.000687,7.219336,11.71875,0.050503,0.009859,0.009859,1.133333,7.392672
0.001914,0.985341,74.459472,87.870858,77.578383,112.835233,0.993945,0.065293,23.622047,37.137426,49.640028,1.591837,1.399416,0.188813,-0.188813,0.078849,5.649947,15.854434,0.006241,1.591238,23.622047,0.052236,0.003755,0.003755,0.049587,5.649947
-0.059516,0.992636,76.667502,96.905983,78.842324,111.33642,0.997042,0.066751,23.809524,37.144323,52.217443,1.423077,1.13649,-0.128832,0.128832,0.006931,1.196543,212.326086,0.084141,1.163501,23.809524,0.053209,3.418498,3.418498,2.15,1.196543
0.009607,0.995463,65.119633,54.527378,62.008592,111.959025,0.996524,0.051724,20.547945,37.149242,47.977991,0.921053,5.460099,-0.082199,0.082199,0.001637,20.830713,568.899945,0.1954,12.832515,20.547945,0.050257,0.03712,0.03712,0.946667,20.830713
-0.09,0.997568,54.882813,53.114988,61.890114,112.696508,0.998895,0.049111,25.210084,37.153825,45.68821,1.479167,6.403569,-0.815236,0.815236,0.307018,28.08453,529.22392,0.146269,19.400267,25.0,0.048036,0.016151,0.016151,1.553191,28.08453
-0.077318,0.994462,55.834827,68.291811,73.503619,116.123081,0.958263,0.032981,18.292683,37.160257,44.752082,2.153846,6.61227,-0.477471,0.477471,0.072455,18.992912,173.317932,0.163348,17.515749,50.847458,0.013065,0.015811,0.015811,8.833333,18.992912
-0.032,0.917873,57.742019,142.470908,83.696268,108.53164,0.776662,0.051344,24.0,37.165444,37.544667,0.388889,24.046836,0.579759,-0.579759,0.116893,24.065675,351.661503,0.140665,15.587545,24.0,0.04622,0.030198,0.030198,0.388889,24.065675
0.022,0.907603,60.226069,66.906168,67.222145,110.091532,0.962905,0.053957,23.076923,37.171608,38.563405,1.363636,1.688685,-0.325163,0.325163,0.129689,1.669963,19.528238,0.007511,1.649806,23.076923,0.041644,0.222554,0.222554,13.444444,1.669963
0.071,0.948098,65.276614,63.909085,67.541163,111.19222,0.99044,0.058558,22.556391,37.178849,43.872843,1.462963,9.65291,0.211668,-0.211668,0.120271,9.653763,153.06498,0.057543,8.049279,22.556391,0.04584,0.064531,0.064531,0.494382,9.653763
0.084673,0.980552,59.2818,55.15746,62.791287,112.262205,0.997955,0.049317,19.86755,37.183738,44.99536,1.516667,26.227953,0.144309,-0.144309,0.600356,26.260312,546.691622,0.181024,21.777573,19.86755,0.048214,0.025981,0.025981,3.870968,26.260312
0.214429,0.993058,62.129591,54.484425,62.382636,112.275363,0.998042,0.014698,21.428571,37.19118,46.929479,0.372549,6.863006,-0.163165,0.163165,0.157786,11.730532,180.349303,0.063916,8.1432,21.428571,0.042872,0.036688,0.036688,0.372549,11.730532
-0.021414,0.997058,61.456332,52.405081,61.665513,112.962784,0.998513,0.052277,19.480519,37.197026,47.60857,0.232,10.912757,-0.26634,0.26634,0.251209,28.799676,427.026079,0.138659,14.268794,19.480519,0.049206,0.023846,0.023846,0.241935,28.799676
