ECG-Lead3ElectricPotential(mV),PulseOximetry,PulmonaryArterialCarbonDioxidePressure(mmHg),HeartRate(1/min),DiastolicArterialPressure(mmHg),SystolicArterialPressure(mmHg),OxygenSaturation,EndTidalCarbonDioxideFraction,RespirationRate(1/min),CoreTemperature(degC),PulmonaryArterialOxygenPressure(mmHg),InspiratoryExpiratoryRatio,MechanicalVentilator-AirwayPressure(cmH2O),MechanicalVentilator-InspiratoryFlow(L/s),MechanicalVentilator-ExpiratoryFlow(L/s),MechanicalVentilator-TotalLungVolume(L),MechanicalVentilator-PeakInspiratoryPressure(cmH2O),MechanicalVentilator-TidalVolume(mL),MechanicalVentilator-TotalPulmonaryVentilation(L/s),MechanicalVentilator-MeanAirwayPressure(cmH2O),MechanicalVentilator-RespirationRate(1/min),MechanicalVentilator-EndTidalCarbonDioxideFraction,MechanicalVentilator-StaticPulmonaryCompliance(L/cmH2O),MechanicalVentilator-DynamicPulmonaryCompliance(L/cmH2O),MechanicalVentilator-InspiratoryExpiratoryRatio,MechanicalVentilator-PlateauPressure(cmH2O)
-0.013857,0.93996,45.833881,87.908532,77.333066,110.581107,0.932669,0.04466,18.404908,37.050175,36.393595,1.173333,5.146329,0.123622,-0.123622,0.100039,5.165077,152.979093,0.046926,5.055824,18.404908,0.032823,0.584947,0.584947,1.546875,5.165077
-0.033571,0.95176,52.075476,71.873481,73.550057,114.540318,0.962358,0.04823,19.10828,37.061929,39.487115,1.211268,11.421027,0.126745,-0.126745,0.031189,11.420057,125.493397,0.039966,11.05865,19.10828,0.036171,0.22663,0.22663,0.539216,11.420057
0.043714,0.961768,58.517232,71.973814,73.48407,114.339094,0.979583,0.054197,20.408163,37.073433,41.915493,1.296875,3.774279,0.162336,-0.162336,0.067688,3.978481,16.653933,0.005651,3.812226,20.408163,0.041764,0.090908,0.090908,0.130769,3.978481
0.668,0.972292,63.622393,71.751708,73.412492,114.55282,0.972434,0.058051,21.126761,37.084657,44.237123,1.327869,7.735667,-0.164029,0.164029,0.034412,8.105754,133.314497,0.046799,7.853679,21.126761,0.046215,0.350937,0.350937,0.510638,8.105754
0.003,0.950788,66.658703,113.867813,81.591771,112.48617,0.867496,0.058114,23.622047,37.095009,42.644157,1.490196,6.791323,-0.409278,0.409278,0.098824,7.542407,178.802639,0.073352,7.043546,23.809524,0.049608,0.23864,0.23864,0.575,7.542407
-0.048286,0.965261,60.692331,42.989737,48.356856,105.519432,0.996875,0.05074,21.428571,37.104018,41.98492,3.375,19.586188,0.20594,-0.20594,0.283441,19.616995,422.636429,0.150942,17.122421,21.428571,0.046016,0.028069,0.028069,5.363636,19.616995
-0.038164,0.984009,58.981016,49.331557,54.797606,108.987245,0.990074,0.052944,18.181818,37.114211,43.525155,0.398305,17.144139,-0.448093,0.448093,0.41723,28.248053,436.549834,0.132361,19.140996,18.181818,0.049796,0.034282,0.034282,0.410256,28.248053
0.0605,0.983987,64.745294,50.5971,55.851546,108.064471,0.978764,0.058751,20.979021,37.125643,44.739588,1.269841,3.12564,-0.173863,0.173863,-0.019681,3.118985,-22.915992,-0.008814,2.978499,23.076923,0.033317,-0.171881,-0.171881,0.140351,3.118985
-0.0036,0.98794,60.21505,40.272582,47.485427,107.048196,0.993878,0.052286,18.987342,37.134967,43.377739,1.393939,7.434322,-0.265054,0.265054,0.041417,21.356361,514.942292,0.162254,17.019373,18.987342,0.050529,0.0368,0.0368,2.291667,21.356361
0.058455,0.985973,59.508543,45.560967,52.372895,108.425896,0.97529,0.053153,17.964072,37.145195,43.004997,0.304688,18.239735,0.564278,-0.564278,0.239663,18.265669,419.777371,0.125682,6.708985,17.964072,0.049665,0.027828,0.027828,0.314961,18.265669
0.2,0.982787,61.609672,43.58346,51.185794,108.871789,0.98807,0.053169,18.987342,37.156016,42.972018,1.358209,27.504985,-0.07987,0.07987,0.391678,27.515919,294.00748,0.09304,25.513602,18.987342,0.04902,0.030976,0.030976,3.9375,27.515919
-0.069118,0.984738,66.697561,44.454279,52.295839,110.294461,0.982362,0.059477,20.979021,37.167467,44.659088,1.269841,13.230041,0.014667,-0.014667,0.078195,13.211126,-78.04281,-0.038256,13.188965,29.411765,0.048383,0.0,0.0,16.0,13.211126
