ECG-Lead3ElectricPotential(mV),PulseOximetry,PulmonaryArterialCarbonDioxidePressure(mmHg),HeartRate(1/min),DiastolicArterialPressure(mmHg),SystolicArterialPressure(mmHg),OxygenSaturation,EndTidalCarbonDioxideFraction,RespirationRate(1/min),CoreTemperature(degC),PulmonaryArterialOxygenPressure(mmHg),InspiratoryExpiratoryRatio,MechanicalVentilator-AirwayPressure(cmH2O),MechanicalVentilator-InspiratoryFlow(L/s),MechanicalVentilator-ExpiratoryFlow(L/s),MechanicalVentilator-TotalLungVolume(L),MechanicalVentilator-PeakInspiratoryPressure(cmH2O),MechanicalVentilator-TidalVolume(mL),MechanicalVentilator-TotalPulmonaryVentilation(L/s),MechanicalVentilator-MeanAirwayPressure(cmH2O),MechanicalVentilator-RespirationRate(1/min),MechanicalVentilator-EndTidalCarbonDioxideFraction,MechanicalVentilator-StaticPulmonaryCompliance(L/cmH2O),MechanicalVentilator-DynamicPulmonaryCompliance(L/cmH2O),MechanicalVentilator-InspiratoryExpiratoryRatio,MechanicalVentilator-PlateauPressure(cmH2O)
0.021308,0.952476,45.852121,77.220612,75.347921,113.416749,0.940016,0.03356,17.142857,37.054074,36.882501,1.160494,18.010163,-0.101627,0.101627,0.131637,22.084712,49.654176,0.002492,18.87461,52.631579,0.031102,0.000693,0.000693,0.295455,22.084712
0.1975,0.94451,52.817983,76.349807,74.941171,113.54685,0.936939,0.049274,19.86755,37.066279,38.370024,1.253731,3.923324,0.135028,-0.135028,0.141631,4.127475,100.865864,0.032842,3.995791,19.86755,0.037744,0.532019,0.532019,0.411215,4.127475
0.001714,0.949836,58.25459,71.522032,73.466416,114.459998,0.964105,0.053787,20.547945,37.078259,40.352094,1.246154,6.904565,-0.235498,0.235498,0.068889,6.888396,3.307652,0.001133,6.873945,20.547945,0.042408,0.012867,0.012867,72.0,6.888396
0.014087,0.972243,59.513292,65.699611,72.430695,115.494017,0.994425,0.053367,18.867925,37.089341,42.940883,1.373134,26.787019,0.156543,-0.156543,0.309329,26.817339,231.198509,0.072704,25.363242,18.867925,0.04802,0.026308,0.026308,5.36,26.817339
0.036628,0.982786,64.458609,71.30124,72.83612,115.099719,0.978099,0.058648,20.547945,37.101281,45.082443,1.28125,16.213175,0.038047,-0.038047,-0.00142,16.225521,203.930237,0.070321,15.783027,20.689655,0.047613,0.259341,0.259341,0.790123,16.225521
0.098,0.980526,68.622257,71.790954,73.076894,114.131582,0.98648,0.061623,21.126761,37.11269,45.565722,1.448276,12.088599,0.087461,-0.087461,0.051017,18.203582,38.875038,0.013686,12.401752,21.126761,0.050832,0.006375,0.006375,0.059701,18.203582
0.022,0.987757,72.755412,76.655966,74.194676,113.602564,0.995125,0.065512,21.428571,37.124056,47.929828,1.295082,1.30703,0.12528,-0.12528,0.226498,1.384379,-2.214681,-0.000794,1.322533,21.428571,0.053617,-0.038988,-0.038988,0.052632,1.384379
0.2,0.987849,74.151169,77.172469,74.693226,113.966559,0.973281,0.065203,21.582734,37.135245,48.164671,1.355932,16.921471,-0.416281,0.416281,0.154287,16.909802,98.185715,0.035319,16.74625,21.582734,0.055215,0.114314,0.114314,5.619048,16.909802
-0.09,0.978017,75.808075,83.658868,76.319282,112.895918,0.973402,0.015907,21.89781,37.145737,47.189625,1.446429,1.263577,-0.199841,0.199841,0.252964,9.379947,189.039127,0.068991,2.616214,21.89781,0.057157,0.023262,0.023262,0.212389,9.379947
0.144667,0.977205,76.625844,84.086132,77.61599,113.939587,0.976916,0.066847,21.73913,37.156355,47.7377,1.3,15.990825,0.266367,-0.266367,-0.120463,15.999258,-4.800018,-0.002,15.970351,25.0,0.057902,0.0,0.0,19.0,15.999258
0.008957,0.943237,75.309604,134.025279,81.777296,109.41858,0.79888,0.051322,30.30303,37.165888,43.944169,2.0,12.543269,-0.653855,0.653855,0.129081,17.10695,187.819127,0.040816,15.360215,15.228426,0.053076,0.034949,0.034949,1.662162,17.10695
-0.048286,0.926482,76.256305,72.7309,69.139916,109.359592,0.977498,0.066353,22.058824,37.17519,43.426967,1.344828,8.764527,-0.465647,0.465647,0.142015,9.213814,228.801393,0.085496,9.051071,22.058824,0.056983,0.480008,0.480008,2.777778,9.213814
0.0066,0.973698,60.570895,50.506317,57.06719,109.198353,0.998597,0.039948,20.0,37.181719,43.525502,1.777778,28.093421,0.258875,-0.258875,0.803,28.12592,895.59385,0.298531,19.684289,20.0,0.039559,0.034716,0.034716,2.125,28.12592
0.036475,0.992974,61.635,49.20468,56.22497,109.583727,0.99786,0.056557,26.315789,37.192823,45.560178,0.965517,29.799602,0.198113,-0.198113,0.174364,29.829166,79.204403,0.035046,28.671711,26.548673,0.046211,0.00436,0.00436,17.833333,29.829166
0.098,0.993868,69.745063,59.793588,64.155356,112.656538,0.986952,0.013428,21.126761,37.204152,47.385635,1.327869,3.002935,0.050068,-0.050068,0.236678,9.682815,202.820064,0.071602,4.424701,21.126761,0.051517,0.030499,0.030499,0.279279,9.682815
0.029889,0.98882,71.960142,56.463614,62.237633,111.11401,0.984516,0.061942,20.833333,37.214447,46.813844,1.440678,20.295921,0.231239,-0.231239,0.219976,20.354923,241.404146,0.083821,19.462798,20.833333,0.054358,0.071997,0.071997,3.0,20.354923
0.207742,0.990436,74.591239,48.820699,56.866493,109.762168,0.995806,0.060737,20.979021,37.224966,47.630146,1.2,23.421486,0.219397,-0.219397,0.012936,23.436388,128.965549,0.049223,22.636659,22.900763,0.014603,0.009918,0.009918,17.714286,23.436388
0.212,0.993928,77.589151,64.534064,67.492199,112.759815,0.995184,0.030965,21.582734,37.234894,50.197035,1.438596,11.467545,-0.352049,0.352049,0.104674,29.113076,175.129001,0.062991,12.71206,21.582734,0.057885,0.009911,0.009911,0.085937,29.113076
-0.072,0.984847,79.762495,93.353065,78.388198,111.929892,0.933412,0.068256,22.727273,37.243443,49.934188,1.357143,6.740147,-0.43386,0.43386,0.12187,7.035452,18.990157,0.00111,6.885377,11.152416,0.060255,0.018022,0.018022,1.169355,7.035452
0.668,0.975233,79.004855,89.59679,77.407608,113.047788,0.985648,0.068352,21.73913,37.252143,48.259882,1.464286,24.818457,0.361222,-0.361222,0.013323,25.790916,141.256767,0.05118,19.021799,21.73913,0.058948,0.018163,0.018163,0.159664,25.790916
-0.0618,0.972647,81.044686,101.288844,78.850428,110.557533,0.943566,0.06928,24.0,37.259893,49.468864,1.403846,5.041608,0.280266,-0.280266,0.122584,5.31107,53.212421,-0.325553,5.334092,100.0,0.058373,-0.832741,-0.832741,9.0,5.31107
-0.015609,0.924034,79.282751,136.276061,83.850293,109.910762,0.845399,0.060559,41.09589,37.267208,43.470464,1.703704,15.37261,0.194101,-0.194101,-0.053872,15.383921,113.730419,0.078979,15.274073,41.666667,0.026289,0.162559,0.162559,6.2,15.383921
-0.029286,0.866024,77.504238,146.80396,82.851288,108.010592,0.806116,0.056949,49.180328,37.273018,39.385514,1.541667,27.273268,0.321496,-0.321496,0.091798,27.273854,121.807699,0.099842,25.015976,49.180328,0.026137,0.013286,0.013286,3.357143,27.273854
0.164,0.82223,78.46564,173.609122,85.149153,107.447674,0.790137,0.06357,62.5,37.27958,37.611388,1.285714,25.803951,0.313155,-0.313155,0.049364,25.808312,78.400412,0.037693,25.00663,28.846154,0.02765,0.010189,0.010189,9.4,25.808312
0.06175,0.730842,79.867334,195.4,86.960961,106.507242,0.584351,0.060459,65.217391,37.284838,32.44687,1.705882,3.520465,0.024702,-0.024702,0.032575,3.583947,-24.399143,-0.009457,3.474097,23.255814,0.04069,-0.103454,-0.103454,2.685714,3.583947
-0.036368,0.575966,77.098213,161.813077,84.249274,107.215657,0.377442,0.061535,32.608696,37.290933,24.588744,0.672727,25.746023,-0.240283,0.240283,0.084934,25.714755,75.175811,0.040856,23.203953,32.608696,0.040021,0.009854,0.009854,2.172414,25.714755
