ECG-Lead3ElectricPotential(mV),PulseOximetry,PulmonaryArterialCarbonDioxidePressure(mmHg),HeartRate(1/min),DiastolicArterialPressure(mmHg),SystolicArterialPressure(mmHg),OxygenSaturation,EndTidalCarbonDioxideFraction,RespirationRate(1/min),CoreTemperature(degC),PulmonaryArterialOxygenPressure(mmHg),InspiratoryExpiratoryRatio,MechanicalVentilator-AirwayPressure(cmH2O),MechanicalVentilator-InspiratoryFlow(L/s),MechanicalVentilator-ExpiratoryFlow(L/s),MechanicalVentilator-TotalLungVolume(L),MechanicalVentilator-PeakInspiratoryPressure(cmH2O),MechanicalVentilator-TidalVolume(mL),MechanicalVentilator-TotalPulmonaryVentilation(L/s),MechanicalVentilator-MeanAirwayPressure(cmH2O),MechanicalVentilator-RespirationRate(1/min),MechanicalVentilator-EndTidalCarbonDioxideFraction,MechanicalVentilator-StaticPulmonaryCompliance(L/cmH2O),MechanicalVentilator-DynamicPulmonaryCompliance(L/cmH2O),MechanicalVentilator-InspiratoryExpiratoryRatio,MechanicalVentilator-PlateauPressure(cmH2O)
0.126571,0.977049,44.994977,71.584455,73.570783,115.052123,0.98791,0.049517,14.634146,37.057955,39.881269,0.423611,13.902358,-0.535227,0.535227,0.336215,24.525677,361.381371,0.093967,15.956996,14.634146,0.045252,0.031583,0.031583,0.433566,24.525677
-0.09,0.979806,49.212578,71.553164,74.444074,114.346655,0.975224,0.045319,16.304348,37.069083,41.247608,1.067416,3.136497,0.091182,-0.091182,0.087367,3.158363,55.358808,0.015208,3.00795,16.483516,0.031364,0.099583,0.099583,3.044444,3.158363
-0.033977,0.975962,48.720237,71.228075,73.563945,115.12265,0.973029,0.048683,21.126761,37.077916,40.510329,2.837838,1.70285,-0.251673,0.251673,0.02034,19.127653,346.577935,0.177716,14.587022,21.126761,0.044807,0.028974,0.028974,2.944444,19.127653
-0.029286,0.972762,54.652051,71.914968,73.36091,114.706415,0.971986,0.050667,19.354839,37.088725,41.905118,1.214286,7.765948,0.116452,-0.116452,0.132276,7.786449,3.979777,0.001567,7.753452,23.622047,0.036447,0.0103,0.0103,17.142857,7.786449
0.213953,0.977724,60.947346,71.018756,73.500784,114.318882,0.989256,0.056251,20.408163,37.099336,44.281343,1.333333,1.78164,0.053623,-0.053623,0.189307,2.944647,41.001651,0.013891,1.938696,20.408163,0.043522,0.035426,0.035426,0.15748,2.944647
-0.035884,0.981369,62.244911,70.387762,72.536446,114.596223,0.967858,0.054505,19.736842,37.109121,45.088008,1.375,24.315132,0.165291,-0.165291,0.250798,24.341552,131.770256,0.043633,23.576386,19.86755,0.045631,0.010501,0.010501,17.875,24.341552
0.034953,0.975279,64.818768,70.46148,73.817834,115.307331,0.982127,0.061861,24.590164,37.118946,44.877999,1.033333,18.067957,-0.271598,0.271598,0.132087,23.231463,174.13774,0.029905,20.61108,10.416667,0.054767,0.032985,0.032985,1.013986,23.231463
0.131186,0.974307,52.664816,70.190569,73.558594,114.603902,0.966955,0.04175,19.230769,37.124987,41.528015,0.625,4.319834,-0.07852,0.07852,0.007919,28.038668,805.435126,0.258709,13.448412,19.230769,0.041374,0.034028,0.034028,0.642105,28.038668
0.131186,0.972334,56.299301,70.364088,73.417621,114.282746,0.977811,0.05209,19.10828,37.134915,42.472293,1.275362,4.528682,-0.128146,0.128146,0.028328,7.181043,193.141121,0.061357,6.336362,19.10828,0.042296,0.072445,0.072445,2.270833,7.181043
0.14793,0.979204,62.438957,69.814614,73.822709,115.192604,0.986164,0.056797,20.408163,37.145172,45.186882,1.261538,13.507878,-0.124314,0.124314,0.198683,13.503441,4.163713,0.001416,13.481673,20.408163,0.044445,0.00827,0.00827,72.5,13.503441
