ECG-Lead3ElectricPotential(mV),PulseOximetry,PulmonaryArterialCarbonDioxidePressure(mmHg),HeartRate(1/min),DiastolicArterialPressure(mmHg),SystolicArterialPressure(mmHg),OxygenSaturation,EndTidalCarbonDioxideFraction,RespirationRate(1/min),CoreTemperature(degC),PulmonaryArterialOxygenPressure(mmHg),InspiratoryExpiratoryRatio,MechanicalVentilator-AirwayPressure(cmH2O),MechanicalVentilator-InspiratoryFlow(L/s),MechanicalVentilator-ExpiratoryFlow(L/s),MechanicalVentilator-TotalLungVolume(L),MechanicalVentilator-PeakInspiratoryPressure(cmH2O),MechanicalVentilator-TidalVolume(mL),MechanicalVentilator-TotalPulmonaryVentilation(L/s),MechanicalVentilator-MeanAirwayPressure(cmH2O),MechanicalVentilator-RespirationRate(1/min),MechanicalVentilator-EndTidalCarbonDioxideFraction,MechanicalVentilator-StaticPulmonaryCompliance(L/cmH2O),MechanicalVentilator-DynamicPulmonaryCompliance(L/cmH2O),MechanicalVentilator-InspiratoryExpiratoryRatio,MechanicalVentilator-PlateauPressure(cmH2O)
0.668,0.935328,45.60428,117.061281,81.806485,109.405664,0.906576,0.043874,19.10828,37.041598,36.932599,1.211268,3.030598,0.066702,-0.066702,0.14112,3.037618,148.316475,0.047537,2.97103,19.230769,0.031449,0.993851,0.993851,1.328358,3.037618
-0.033355,0.93486,50.240527,98.222733,79.584589,112.74612,0.915062,0.046373,20.408163,37.051022,38.903236,1.296875,8.878036,0.118458,-0.118458,0.151746,8.907334,58.850833,0.020154,8.813728,20.547945,0.035012,0.129263,0.129263,5.083333,8.907334
0.161,0.847727,53.434115,145.920998,83.802761,108.368619,0.663959,0.049019,24.590164,37.058582,33.056132,1.44,1.534173,0.117722,-0.117722,-0.00358,1.565449,-80.99552,-0.029998,1.547662,22.222222,0.040422,-2.055801,-2.055801,134.0,1.565449
0.021429,0.683298,49.878321,145.206961,83.75831,108.527764,0.510227,0.04426,36.585366,37.065082,24.472869,2.416667,23.948226,0.260154,-0.260154,0.022655,23.938233,175.092773,0.108082,21.023593,37.037037,0.031409,0.029769,0.029769,1.076923,23.938233
-0.029286,0.513806,49.916454,145.131141,83.749434,108.559241,0.314871,0.041838,58.823529,37.071766,18.803221,1.55,9.420551,0.253454,-0.253454,0.107925,9.452917,1.08748,0.000503,9.285854,27.777778,0.031204,0.000446,0.000446,17.0,9.452917
0.074783,0.582713,52.185715,132.925554,83.295045,108.208439,0.874709,0.04957,31.578947,37.078487,25.127815,1.567568,10.280081,0.279684,-0.279684,0.075683,10.881788,-6.566342,-0.011051,10.596689,16.759777,0.035222,-0.07628,-0.07628,1.156627,10.881788
-0.017143,0.786968,55.058897,72.123272,74.131524,114.252603,0.9758,0.05162,21.73913,37.08698,36.446691,1.3,18.049745,0.120632,-0.120632,0.014441,18.084354,8.889455,0.002727,17.936597,18.404908,0.041303,0.009726,0.009726,6.409091,18.084354
0.167957,0.911825,54.394662,65.416954,71.914748,115.486339,0.99892,0.051602,19.607843,37.094941,42.803156,0.821429,17.808286,0.207086,-0.207086,0.277433,17.813163,383.571328,0.12535,11.9561,19.607843,0.047012,0.035947,0.035947,0.843373,17.813163
-0.018,0.975739,60.4688,65.793629,71.890988,115.421025,0.998778,0.055061,20.979021,37.104863,48.07194,1.306452,3.994264,-0.157392,0.157392,0.03937,4.193764,176.27952,0.060462,4.107944,20.833333,0.041591,0.830632,0.830632,1.666667,4.193764
0.177652,0.99253,65.598302,65.675216,71.355864,115.119687,0.995772,0.058999,21.73913,37.114425,50.084504,1.37931,6.873649,0.18913,-0.18913,0.08527,6.901944,202.174343,0.073252,6.770193,21.73913,0.046424,0.584527,0.584527,1.875,6.901944
-0.044455,0.994495,69.417773,68.5424,73.305588,115.471881,0.9969,0.062196,22.222222,37.123602,50.750026,1.327586,7.9869,0.208154,-0.208154,0.104826,8.021977,18.589997,0.006937,7.989796,22.38806,0.049181,0.046566,0.046566,18.142857,8.021977
0.046919,0.993832,72.712998,82.834055,76.605786,113.456429,0.984721,0.0648,22.727273,37.132248,51.638503,1.357143,1.56966,-0.264139,0.264139,0.061773,1.609299,20.006019,0.007515,1.55432,22.727273,0.051849,0.35065,0.35065,0.168142,1.609299
